DATE_TIME,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
15-06-2020 12:15,adLQvlD726eNBSB,5961.29,584.114,4142.57,6509228.571
08-06-2020 04:00,adLQvlD726eNBSB,0,0,0,6453384.000
07-06-2020 05:00,zBIq5rxdHJRwDNY,0,0,0,6506728.000
15-06-2020 13:30,ih0vzX44oOqAx2f,3468.62,340.462,4728.62,6412411.625
21-05-2020 17:45,ZnxXDlPa8U1GXgE,438.375,42.3875,7806.62,6571851.625
13-06-2020 19:30,bvBOhCH3iADSZry,0,0,7863,6517642.000
03-06-2020 21:00,ZoEaEvLYb1n2sOq,0,0,7774,7243501.000
05-06-2020 16:30,uHbuxQJl8lW7ozc,6255.43,612.829,7234.14,7201769.143
05-06-2020 05:00,zVJPv84UY57bAof,0,0,0,7271273.000
26-05-2020 08:30,z9Y9gH1T5YWrNuG,6734.71,659.671,695.286,7090135.286
31-05-2020 08:15,bvBOhCH3iADSZry,3302,324.35,308.75,6427989.750
21-05-2020 16:30,1BY6WEcLGh8j5v7,3912.12,384.212,7058.25,6305404.250
06-06-2020 11:45,zBIq5rxdHJRwDNY,5812.5,568.225,3262.75,6503564.750
04-06-2020 21:45,7JYdWkrLSPkdwr4,0,0,7999,7756621.000
29-05-2020 16:15,1BY6WEcLGh8j5v7,5846.57,572.943,7132.14,6364942.143
13-06-2020 00:15,3PZuoBAID5Wc2HD,0,0,0,7202086.000
28-05-2020 18:15,uHbuxQJl8lW7ozc,280.429,27.1,8370.43,7143628.429
03-06-2020 07:15,1IF53ai7Xc0U56Y,2287.25,224.262,108.75,6324892.750
20-05-2020 18:15,WRmjgnKYAwPKWDb,347.375,33.5875,8788.5,7069720.500
22-05-2020 02:00,YxYtjZvoooNbGkE,0,0,0,7229034.000
12-06-2020 15:15,uHbuxQJl8lW7ozc,4921.71,482.557,5081.43,7251287.429
22-05-2020 15:30,sjndEbLyjtCKgGv,4268.38,418.913,6545,7072431.000
14-06-2020 14:45,wCURE6d3bPkepu2,6499.14,636.643,5953.29,7008322.286
31-05-2020 05:30,3PZuoBAID5Wc2HD,0,0,0,7109488.000
22-05-2020 06:15,ZoEaEvLYb1n2sOq,564.143,54.5857,11.4286,7146696.429
11-06-2020 13:45,adLQvlD726eNBSB,6528.5,639.513,3614.12,6480558.125
12-06-2020 04:45,ih0vzX44oOqAx2f,0,0,0,6386553.000
13-06-2020 16:15,wCURE6d3bPkepu2,3241.5,317.975,8123,7002031.000
06-06-2020 02:45,uHbuxQJl8lW7ozc,0,0,0,7202373.000
13-06-2020 16:15,McdE0feGgRqW7Ca,3289,322.65,8250.12,7381578.125
20-05-2020 08:15,adLQvlD726eNBSB,6322.25,619.375,582.5,6305095.500
17-06-2020 19:00,1IF53ai7Xc0U56Y,0,0,6034,6433566.000
28-05-2020 18:30,3PZuoBAID5Wc2HD,81.1429,7.82857,8527.71,7093978.714
21-05-2020 17:00,iCRJl6heRkivqQ3,1067.38,103.75,7770.5,7227375.500
16-05-2020 14:00,z9Y9gH1T5YWrNuG,6762.14,662.229,4904.86,7019156.857
17-06-2020 13:15,7JYdWkrLSPkdwr4,9432.14,922.171,4024.29,7844989.286
25-05-2020 15:00,sjndEbLyjtCKgGv,10245.6,1001.69,7558,7096909.000
17-06-2020 19:45,1IF53ai7Xc0U56Y,0,0,6034,6433566.000
19-05-2020 11:15,7JYdWkrLSPkdwr4,7358.43,719.514,2326.29,7630698.286
25-05-2020 13:00,rGa61gmuvPhdLxV,12427,1211.64,5413.5,7188708.500
10-06-2020 05:00,iCRJl6heRkivqQ3,0,0,0,7373220.000
05-06-2020 17:30,uHbuxQJl8lW7ozc,3849.86,378.329,7685.29,7202220.286
10-06-2020 10:30,adLQvlD726eNBSB,7217.38,706.25,1987.5,6472264.500
25-05-2020 04:45,VHMLBKoKgIrUVDU,0,0,0,7280512.000
31-05-2020 21:00,zBIq5rxdHJRwDNY,0,0,0,6463239.000
17-05-2020 18:45,3PZuoBAID5Wc2HD,0,0,7794,7008483.000
07-06-2020 00:45,uHbuxQJl8lW7ozc,0,0,0,7208855.000
07-06-2020 14:15,ZoEaEvLYb1n2sOq,9206.57,899.271,6122.86,7271490.857
24-05-2020 20:45,1BY6WEcLGh8j5v7,0,0,7537,6327940.000
16-05-2020 17:00,sjndEbLyjtCKgGv,1964.38,192.55,6309.5,7029491.500
23-05-2020 18:30,ZoEaEvLYb1n2sOq,31.375,3.0125,8470.88,7162183.875
13-06-2020 20:45,rGa61gmuvPhdLxV,0,0,8389,7330670.000
22-05-2020 17:30,rGa61gmuvPhdLxV,708.25,68.625,6714.5,7167113.500
13-06-2020 19:45,zBIq5rxdHJRwDNY,0,0,8435,6557822.000
29-05-2020 06:45,adLQvlD726eNBSB,1596.38,156.062,51,6379060.000
15-06-2020 05:15,WRmjgnKYAwPKWDb,0,0,0,7254584.000
05-06-2020 10:45,adLQvlD726eNBSB,11010.8,1074.97,2515.5,6433096.500
22-05-2020 11:30,rGa61gmuvPhdLxV,13087.3,1276,2691.67,7163013.000
17-06-2020 18:15,McdE0feGgRqW7Ca,344,33.2375,5985.38,7408580.375
02-06-2020 02:15,z9Y9gH1T5YWrNuG,0,0,0,7139828.000
02-06-2020 10:30,zBIq5rxdHJRwDNY,6970.29,682.529,2250.71,6471283.714
05-06-2020 16:30,rGa61gmuvPhdLxV,6669.29,653.243,7133.43,7272482.429
23-05-2020 20:45,sjndEbLyjtCKgGv,0,0,8487,7081449.000
21-05-2020 17:30,uHbuxQJl8lW7ozc,599.125,57.975,7835.88,7087946.875
13-06-2020 07:00,3PZuoBAID5Wc2HD,2039,199.871,80.5714,7202166.571
28-05-2020 07:00,3PZuoBAID5Wc2HD,2186.5,214.387,98.375,7085549.375
18-05-2020 00:00,1BY6WEcLGh8j5v7,0,0,0,6278650.000
05-06-2020 01:15,rGa61gmuvPhdLxV,0,0,0,7265349.000
12-06-2020 11:00,3PZuoBAID5Wc2HD,6257.57,613.057,1789.14,7197975.143
